,title,skill,address,skillAndExperience
1705,Android Engineer (Kotlin) (Mid/Senior),"[
Kotlin

, 
Agile

, 
Android

]","
Viettel Tower, 285 CMT8, District 10, Ho Chi Minh
See map

","


Attractive salary you’ll love!!!

Full salary in probation
13th-month bonus

16+ days of vacation leave

24 paid days per year for learning & sharing activities

Full contribution to social insurances

Premium private insurances coverage for you and your family members

Personal development plan and yearly budget for educational courses, conferences, aiming to grow both your soft and hard skills

Assistance and support through all aspects of the onboarding process
Lots of team activities and regular Hackathons

Opportunity to travel to Switzerland and other European countries


Flexible working time

Hybrid working model (home office and in office)

40 hours per week, Mon-Fri, No OT


Modern laptops (Macbook Pro 16"" M1 Pro, Lenovo P1 Gen4, etc.)

Free food, classes and social clubs (English, swimming, art and music, football, etc.)
Work in an open-minded, friendly, positive, transparent and agile environment.
APPLY NOW, SO A GREAT CAREER OPPORTUNITY WON'T BE MISSED!SMG Swiss Marketplace Group AG came together following the merger of Scout24 Switzerland and TX Markets in 2021. A union which included some of Switzerland’s most well-known leading marketplaces.Our exciting portfolio currently spans four business areas and includes Real Estate (immoscout24.ch, homegate.ch, ImmoStreet.ch, home.ch, Acheter-Louer.ch), Automotive (autoscout24.ch, motoscout24.ch, CarForYou), General Marketplaces (anibis.ch, tutti.ch, Ricardo.ch) and Finance and Insurance (financescout24.ch).
"
1706,Frontend/Fullstack (Blockchain/Defi),"[
ReactJS

, 
Golang

, 
Blockchain

]","
61 Nguy Nhu Kon Tum, Thanh Xuan, Ha Noi
See map

","
1- Financial Rewards* Salary:
Salary review once per year in January
100% salary during the probation period (if any) (i.e., same net salary during probation and after signing official labor contract)
* Bonus:
Holidays bonus (30Apr-1May and 2Sep), working anniversary bonus (3-year and 5-year anniversary)
Gifts for other celebrations: Lunar New Year, Mid-Autumn Festival, March 8th, June 1st, Wedding day, Childbirth
13th salary month bonus prorated based on your actual service time in the year
Potential annual bonus based on the Company’s business results and your individual performance
* Investment opportunity:
Opportunity to invest in the exclusive internal fund for Kyber employees
Opportunity to be supported by the 5-million-USD Kyber Alumni Fund when starting your own blockchain startup project
2- Employment Benefits* Insurance and health care:
Government’s social/health/unemployment insurance: contributed based on fully 100% contracted salary
Company-sponsored premium health insurance package for yourself and up to 3 family members (legal spouse or children), check-up guaranteed at multiple major hospitals and clinics
Company-sponsored annual health check-up at a reputable hospital
* Standard leave policy of 12 paid working days/year, and up to an additional 02 paid leave days/year on your birthday, for community activities, and for childcare. Eligible to take leave during probation.* Company-sponsored package up to USD100/month during probation & up to USD3,000 after signing official labor contract for you to purchase all working facilities you need (computer, monitor screen, mouse, headset, etc.)3- Career Development* Opportunity to work with top talents in the blockchain:
Co-founders with a high reputation, first-class education, and considerable experience in the blockchain space
Research and engineering team members with remarkable academic backgrounds (PhDs, Masters, and Engineering bachelors from reputable universities, winning national and international top awards in Mathematics/Informatics contests)
Global advisors and partners
Global English-speaking working environment including global colleagues in Singapore, Greece, USA, Korea…
* Opportunity to create long-term sustainable fintech products that serve Kyber’s vision: Decentralized Economy for Everyone.* Opportunity to work with blockchain - the technology that leads the current and future trends.* Opportunity to attend technology/blockchain seminars internally and externally.4- Work Environment* Flexible working hours from Monday to Friday with provided days to work from home when needed* Periodical team buildings and company retreats* Multiple leisure clubs of your choice: football, table tennis, badminton, running, chess, DOTA, PES…* Company-sponsored fresh fruits, snacks, and drinks available daily* Nap rooms with available blankets and pillows5- Company Culture* Transparency at heart, integrity in mind* Friendly and supportive collaboration working style* Young and funny colleagues 
"
1707,"Senior .NET Dev (C#, SQL, React, ~$2000)","[
.NET

, 
C#

, 
ReactJS

]","
Tầng 19, tòa nhà Peakview Tower, 36 Hoàng Cầu, Đống Đa, Hà Nội, Dong Da, Ha Noi
See map

","
You will be:
Studying business and developing the SaaS platform on Medical Technologies (MedTech).
Working agile and being part of one of our development teams across countries and also enjoying a generous working environment with reliable, non-prestigious and humble colleagues who respect customers, each other, and decisions by being responsive, well prepared and punctual.
Long-term developing your career path on the edge of Microsoft tech stack and related technologies, especially Azure cloud.
Living on our Scandinavian culture and office while working in Agile environment that has strong team spirit, openness, unceasing creativity and innovation.
You’ll get
To work with experienced software engineers worldwide at market leading, innovative Scandinavian SaaS company looking to accelerate growth
Scandinavian Work Culture: creativity, innovation and work-life balance
Competitive salary and 100% official salary during the probation period.
Annual review and 13th month salary.
Premium healthcare and & accident insurance.
Wellness package supports employees stay healthy and wealthy.
Exciting company outing/events and team building activities.
On-site and training opportunities in Nordic.
Modern working environment.

"
1708,Scrum Master (Agile)~ 30M- 40M,"[
Scrum

, 
Agile

, 
English

]","
5th Floor, Viglacera Tower, No.1 Thang Long Avenue, Nam Tu Liem District, Hanoi, Nam Tu Liem, Ha Noi
See map

","
Chế độ đãi ngộ
Lương, thưởng Dự án, thưởng Cuối năm
Xét tăng lương 6 tháng/lần, được đề xuất lương theo năng lực của bản thân
Phụ cấp ăn trưa, khấu hao máy tính
Nghỉ phép 15 ngày/năm
Nghỉ thứ Bảy, Chủ Nhật
Chăm sóc sức khỏe, đời sống tinh thần
Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo Luật bảo hiểm.
Khám sức khỏe định kỳ hàng năm tại bệnh viện uy tín.
Du lịch hàng năm, team building, party hàng tháng..
Tham gia vào lớp Yoga của công ty tài trợ
Tiện ích phong phú
Miễn phí trà, cà phê tại khu pantry của công ty
Tổ chức ăn uống T.G.I.F hàng tháng,
Tổ chức sinh nhật cho CBNV hàng tháng
Tổ chức ăn uống mỗi quý 1 lần
Sử dụng miễn phí mọi loại sách giá trị tại tủ sách của công ty.
Bàn chơi bi lắc chơi sau giờ làm việc
Chương trình quà tặng âm nhạc
Văn hoá startup
Thời gian làm việc linh hoạt: làm từ xa, làm giờ trễ…
Môi trường làm việc chủ động, sáng tạo, linh hoạt, chuyên nghiệp, đậm chất khởi nghiệp
Chú trọng đến hiệu quả công việc thay vì quá trình
Cơ hội học hỏi & phát triển
Tài trợ các khóa học, lấy chứng chỉ, nâng cao kỹ năng chuyên môn
Tổ chức các buổi đào tạo techday, chia sẻ và giao lưu kiến thức

"
1709,Tech Lead,"[
Java

, 
Software Architect

, 
ReactJS

]","
42 Ngo Quang Huy, Thao Dien, District 2, Thu Duc City, Thu Duc City, Ho Chi Minh
See map

","
 At Zühlke, we encourage a growth mindset and support the success of our employees with continuous training and coaching to further your career, your skills, and your personality. We regularly exchange ideas, give each other feedback, and learn from one another. From this, you'll gather that we communicate openly with each other, assess ourselves honestly and love working in diverse, cross-functional teams to achieve impressive results together.Added to this is an attractive benefits package and a shared passion to give our best every day.
Permanent labor contracts with full social insurance contribution from Day 1
13th month salary
Hybrid working model with 3 days in the office per week
18 days of annual leave and fully paid sick leave
Fully paid paternity/maternity/childcare leave
Latest equipment (Macbook Pro M1)
Global profit sharing scheme
Premium private health insurance scheme for you
Insurance allowance of 25 mil VND per year for your needs (family / car / mobile / pet / house / etc)
Phone, transport and work from home allowances
Extra allowance for every year of service starting from 10 mil VND
Social & team building events locally and abroad
Ability to work from other Zuhlke office locations
10% of company turnover spend on your development & training growth
Great onboarding welcome kit

"
1710,Backend Developer (Golang),"[
Golang

, 
AWS

, 
NoSQL

, 
Fresher Accepted

]","
301, Block B, Waseco Plaza, 10 Pho Quang, Tan Binh, Ho Chi Minh
See map

","
Compensation and benefits:
Attractive salary and benefits (Salary review - 2 times/year)
Insurance contribution equal to 100% of salary. Year-end bonus.
Annual health check for all employees.
MacBook or personal laptop provided.
Spiritual life:
Monthly party with food and drink.
At least 2 trips a year: Team Building, Company Trip,.. and other big events.
Free foreign language training: English and Japanese.
Opportunity to work in Japan.
Gifts and allowances for Weddings, Childbirths, Women's Day, and Children's Day
Professional, friendly, and open working environment
The company organizes birthday parties for employees monthly, organizes bonuses and celebrations. celebrate the holidays of the year.
Working time and place of working time:
Working from Monday - Friday and the last Saturday of the month, working hours 8:30 - 17:30 (8 hours/day), public holidays according to state regulations;
Floors 3 , Waseco Building, No. 10 Pho Quang, Ward 02, Tan Binh District, Ho Chi Minh City.

"
1711,Senior Business Analyst (Up to $1500),"[
Business Analyst

, 
English

, 
Project Manager

]","
No. 6, lane 82 Duy Tan, Cau Giay, Ha Noi
See map

","

Competitive salary: upto $1500
14 months salary a year
Opportunity to receive bonus shares.
To fully participate in the regimes prescribed by the State such as: social insurance, health insurance, unemployment insurance, annual leave.
Be trained and work directly with experienced experts in the field of AI.
Have the opportunity to do challenging things, develop your full potential
Participate in team building sessions, travel 2-3 times/year, have fun monthly with the Company;
Enjoy full benefits (Happiness, birthday...);
Young, comfortable working environment, dynamic startup spirit.

"
1712,"Embedded QA Engineer (QA QC, Tester)","[
Python

, 
Linux

, 
QA QC

]","
Mitalab Tower, 379 - 383B - 385 Cong Hoa Street, Tan Binh, Ho Chi Minh
See map

","

Young, dynamic, open, friendly working environments
Opportunities to work with cutting edge technologies
Opportunities to work onsite at customer's offices in US, Germany, India, Taiwan ...
Working time: Monday - Friday
Company’s Benefits
Professional Certificate Sponsorship
Family funeral Support
Extra Holiday
Sick leave (full paid): 3 days
Christmas
Parental leave (for male staff): 8 days
Wedding leave: 5 days
Extra holidays for loyal staff
Financial Supports
Lunch allowance
OT meal allowance
Team building allowance monthly
SNAP Award quarterly
Birthday gift
13th monthly salary + performance awards + project awards
Wedding and having babies
Insurance
Accident Insurance 24/24
Health Insurance
Events & Activities
Women’s day
Company quarterly events
Christmas
Year End Party
Company’s annual trip
Team building monthly
Sport clubs: Football, Badminton, Table Tennis

"
1713,"Web Developer (.NET Core, React)","[
.NET

, 
JavaScript

, 
ReactJS

]","
10 D52, Tan Binh, Ho Chi Minh
See map

","

Salary: Competitive (based on skills and experience);
Performance appraisal every year;
Attractive bonus every year;
Breakfast Allowance
Reimbursement up to 5 vacation days if you don't use it;
Opportunities to train/work in Canada;
International, open and respect working environment
Sport activities: Football, swimming;
Yearly company trip;
Team building activities;
Technical seminar in the company;
Social Insurance, Health Insurance, Unemployment Insurance, Annual Health Check and Others as Vietnamese Labor Code and company Policy
Flexible working time: From 7:00AM-9:00AM To 4:30 PM – 6:30PM, Monday-Friday.

"
1714,Sr/Principal Backend Java ~$5k - Hybrid,"[
Java

, 
AWS

, 
Spring

]","
195/10E Dien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh
See map

","
You are looking for:
An awesome job with an attractive remuneration package
A central location with a good environment to work in every day
Friendly colleagues who support each other to move forward
A flat, product-focused organization and agile team to let you add your value and ideas to the product and company
Opportunities to learn and be trained in applied new technologies and methodologies
Facing new and innovative challenges and delivering world-class product
Career growth in multiple directions, based on your preferences and abilities
Benefits:
13th Salary, paid pro-rata, every month to allow more flexible financial plans
Full salary on probation
Fully social insurance according to Vietnam Labor Law
Premium Health Care Insurance
Annual health check and vaccination
Lunch and parking allowances
Team building, fun monthly, quarterly activities and so much more fun are waiting for you!
Relax with Table top foosball, Play station, Massage Chair in the office
14 Annual Leaves
Annual Performance Review
Attractive career path
Flexible time and place with hybrid working model: only requires to go to the office once per week.
Personal Learning & Development Budget
Advanced technical solutions, agile culture and the opportunity to work with the latest technologies
ESOP
Feel fit and interested? Come and join us @ LeapXpert now!
"
1715,Head of Product/Product Manager ~$5000,"[
Manager

, 
Product Manager

, 
English

]","
Tầng 7, 117 Hoàng Cầu, Dong Da, Ha Noi
See map

","
Working environment:
Technical and dynamic environment
Flexible working space and time; you can work remotely or offline at the office
Modern office in the center of Hanoi
Learning and development
Career development opportunities in leading skills such as technologies, problem-solving
Work with leading experts in the world’s science, IT, Finance, Research, and    Blockchain.
Increase the ability to manage time, work, and projects, mainly research and technology projects.
Opportunity to contribute and build for the leading start-up providing securities, financial, and real estate services in Vietnam and worldwide.
Compensations and benefits:
Competitive salary and full salary on probation: Up to $5000
Salary increments and bonuses based on mid-year and year-end performance review 
13th-15th month salary by Company’s policies and regulations 
More than 15 days of leave per year 
Flexible working time: remote, offline, or hybrid
PTI Health insurance, Health Check, Happy Birthday, Gifts…
ESOP Policy
Annual summer vacation, Team-building activities

"
1716,Business Analyst (Agile) Full Tet Bonus,"[
Business Analyst

, 
Agile

, 
English

]","
HIU Tower, 215 Điện Biên Phủ, Phường 15, Binh Thanh, Ho Chi Minh
See map

","

At TYME opportunities are here for the taking. If want to be part of our purpose and live and lead through our values, we can offer exciting development opportunities through expanded lateral roles, stretch assignments or people leadership.
Some of our benefits:

Meal and parking allowance covered by company.

Full benefits and salary rank during probation.

Insurances as Vietnamese labor law and premium health care for you and your family.

SMART goals and clear career opportunities (technical seminar, conference and career talk) - we focus on your development.
Values driven, international working environment and agile culture.

Overseas travel opportunities for training and working related.

Internal Hackathons and company's events (team building, coffee run, blue card...)

1Pro-Rate and performance bonus.

15-day annual + 3-day sick leave per year from company.
Work-life balance 40-hr per week from Mon to Fri.

"
1717,PHP Developer (Upto 2000 USD),"[
PHP

, 
MySQL

, 
Laravel

, 
Fresher Accepted

]","
Tòa nhà ELCOM, Ngõ 15 Duy Tân, Phường Dịch Vọng Hậu, Cau Giay, Ha Noi
See map

","
Quan tâm đặc biệt tới nhân viên:
Gói đãi ngộ cạnh tranh với mức thu nhập up to $2000 cùng chính sách nâng lương linh hoạt;
Lương tháng 13++,  6 khoản thưởng cho các ngày Lễ khác trong năm;
Xét tăng lương 6 tháng/lần.
Chăm sóc sức khỏe toàn diện với gói Bảo hiểm sức khỏe Elcom care  do PTI cung cấp được thiết kế riêng cho CBNV;
Khám sức khỏe thường niên tại bệnh viện hàng đầu cả nước;
Miễn phí gửi xe, bao cơm trưa.
Ứng trước phép trong năm thoải mái cho việc cá nhân.
Làm việc Từ thứ 2- thứ 6. Thời gian linh động.
Cơ hội được đào tạo, học hỏi và tham gia vào các dự án lớn trong lĩnh vực: An ninh Quốc phòng, Giao thông thông minh, Viễn thông, Dịch vụ trực tuyến( giáo dục, chăm sóc sức khỏe,…)
Khám sức khỏe định kỳ hàng năm, được tham gia bảo hiểm sức khỏe cao cấp theo chính sách riêng của Công ty 
Teambuilding 2 lần/năm, nghỉ mát, du lịch hàng năm tại các địa điểm du lịch, resort cao cấp, Du xuân, lễ gia đình VN, 
Được tham gia nhiều hoạt động tập thể thi đua có thưởng, CLB - giải bóng đá với các công ty trong ngành, yoga, hoạt động thiện nguyện,
Tập trung hỗ trợ sự phát triển cá nhân:
Được tư vấn, đồng hành và hỗ trợ phát triển sự nghiệp cùng với hệ thống career path (phát triển theo hướng chuyên gia hoặc hướng quản lý);
Chính sách hỗ trợ các hoạt động học tập, phát triển bản thân: tài trợ chi phí học và thi các chứng chỉ quốc tế có liên quan đến công việc.

"
1718,Frontend Developer (ReactJS/VueJS),"[
ReactJS

, 
JavaScript

, 
VueJS

]","
131 Xo Viet Nghe Tinh 17 Ward, Binh Thanh, Ho Chi Minh
See map

","
Who We AreCodeLink is an innovative and design-focused development agency. We focus on user-centric design and agile development to bring the product vision of our clients to life. We handle the end-to-end development of products, developing the product vision through product understanding, designing experiences through UX design, refining these flows with modern UI design, and developing products through iterative agile development.We work with both early-stage product teams and teams with existing products from a wide range of countries and industries. We focus on modern technologies and work directly with our clients. We design using design-thinking principles on tools such as Sketch, Figma, Zeplin, and more, and develop products leveraging our tech stack of React, React Native, Rails, Python, and Node.JS.Our Core Values1. Take full ownership of deliveryWe take ownership of our client projects and ensure that we deliver what we are in charge of to the best possible outcome.2. Deliver our highest level of qualityWe take pride in the high quality that we deliver and work at a sustainable pace to ensure we can always deliver on that quality.3. Stay consistent in plans and processesWe keep open and transparent communication with our teammates and our client whilst following agile development practices.4. Have empathy for all those we work withWe show empathy and respect to all those we work with to gain a deeper understanding without any judgment or assumption.5. Continuously improve and growWe aim high with a growth mindset and see every day as an opportunity to develop ourselves, our processes, and our products.Top 3 Reasons To Join Us
Use cutting-edge & proven technologies
Work directly with international clients
Open environment with a focus on learning
Why You’ll Love Working With Us
We work hand-in-hand with our clients to fully invest in their product development and build solutions together for their target market.
We fully invest in our team, we will help you build yourself up in any area you feel you need development, be it in English, learning a new design tool, developing your design thinking, and more. We want to make sure that you’re always learning and developing yourself whilst a part of our team.
We respect both Product and Technology equally, ensuring all of the Products we work on have features with true market potential and ensuring all of the team contribute to, understand, and believe in what they are developing.
We are very selective with our clients, we only work on awesome products we believe in and that show strong market potential.
We respect you and your personal hours, we keep a sustainable pace by working standard 8 hour days from Monday to Friday, ensuring we only plan for what we can achieve.
We are fully agile and only work with Clients who work the same, working with set sprint goals and working at our rate of velocity.
You will have ownership over your role, giving you the opportunity to experiment and try new processes to better improve your day-to-day responsibilities. We are always open to improving our processes.
Company Benefits
Three days remote every week and four full remote weeks per year.
Gold level Health Insurance coverage from Bao Viet Insurance, a yearly complete Health Check and social insurance
All office benefits and full salary during probation.
Flexible working time starting anytime up to 10 AM working Monday - Friday with no overtime and a long lunch break.
Allowance for everything: meals, parking, petrol, along with unlimited snacks and nice coffee every day.
Choose from a brand-new Mac or PC device.
Salary review twice a year with opportunities for promotions and spot awards.
12 days annual leave per year, with all days not taken paid out in cash.
Yearly Training Budget up to 5 million VND per staff. On top of that, Professional coaching program, buddy system, tech talks, agile sessions, and 1on1 private English classes are available
Yearly company trip, monthly activities, , and other Celebrations for special days in the year, such as Women’s Day, YEP, and Christmas.
Employee-led clubs within the company; games teams, sports teams, etc.
Modern open-space office with comfortable workspace, a PS4 games room, and chill-out areas.
Where We Work

HCMC Head Office: Level 8, Vina Building, 131 Xo Viet Nghe Tinh, Ward 17, Binh Thanh District, HCMC
Hanoi Office: Ba Dinh District, Ha Noi City
Da Nang Office: Hai Chau District, Da Nang City

"
1719,NodeJS Developer (Microservices),"[
NodeJS

, 
Database

, 
ReactJS

]","
131 Xo Viet Nghe Tinh 17 Ward, Binh Thanh, Ho Chi Minh
See map

","
Who We AreCodeLink is an innovative and design-focused development agency. We focus on user-centric design and agile development to bring the product vision of our clients to life. We handle the end-to-end development of products, developing the product vision through product understanding, designing experiences through UX design, refining these flows with modern UI design, and developing products through iterative agile development.We work with both early-stage product teams and teams with existing products from a wide range of countries and industries. We focus on modern technologies and work directly with our clients. We design using design-thinking principles on tools such as Sketch, Figma, Zeplin, and more, and develop products leveraging our tech stack of React, React Native, Rails, Python, and Node.JS.Our Core Values1. Take full ownership of deliveryWe take ownership of our client projects and ensure that we deliver what we are in charge of to the best possible outcome.2. Deliver our highest level of qualityWe take pride in the high quality that we deliver and work at a sustainable pace to ensure we can always deliver on that quality.3. Stay consistent in plans and processesWe keep open and transparent communication with our teammates and our client whilst following agile development practices.4. Have empathy for all those we work withWe show empathy and respect to all those we work with to gain a deeper understanding without any judgment or assumption.5. Continuously improve and growWe aim high with a growth mindset and see every day as an opportunity to develop ourselves, our processes, and our products.Top 3 Reasons To Join Us
Use cutting-edge & proven technologies
Work directly with international clients
Open environment with a focus on learning
Why You’ll Love Working With Us
We work hand-in-hand with our clients to fully invest in their product development and build solutions together for their target market.
We fully invest in our team, we will help you build yourself up in any area you feel you need development, be it in English, learning a new design tool, developing your design thinking, and more. We want to make sure that you’re always learning and developing yourself whilst a part of our team.
We respect both Product and Technology equally, ensuring all of the Products we work on have features with true market potential and ensuring all of the team contribute to, understand, and believe in what they are developing.
We are very selective with our clients, we only work on awesome products we believe in and that show strong market potential.
We respect you and your personal hours, we keep a sustainable pace by working standard 8 hour days from Monday to Friday, ensuring we only plan for what we can achieve.
We are fully agile and only work with Clients who work the same, working with set sprint goals and working at our rate of velocity.
You will have ownership over your role, giving you the opportunity to experiment and try new processes to better improve your day-to-day responsibilities. We are always open to improving our processes.
Company Benefits
Three days remote every week and four full remote weeks per year.
Gold level Health Insurance coverage from Bao Viet Insurance, a yearly complete Health Check and social insurance
All office benefits and full salary during probation.
Flexible working time starting anytime up to 10 AM working Monday - Friday with no overtime and a long lunch break.
Allowance for everything: meals, parking, petrol, along with unlimited snacks and nice coffee every day.
Choose from a brand-new Mac or PC device.
Salary review twice a year with opportunities for promotions and spot awards.
12 days annual leave per year, with all days not taken paid out in cash.
Yearly Training Budget up to 5 million VND per staff. On top of that, Professional coaching program, buddy system, tech talks, agile sessions, and 1on1 private English classes are available
Yearly company trip, monthly activities, , and other Celebrations for special days in the year, such as Women’s Day, YEP, and Christmas.
Employee-led clubs within the company; games teams, sports teams, etc.
Modern open-space office with comfortable workspace, a PS4 games room, and chill-out areas.
Where We Work

HCMC Head Office: Level 8, Vina Building, 131 Xo Viet Nghe Tinh, Ward 17, Binh Thanh District, HCMC
Hanoi Office: Ba Dinh District, Ha Noi City
Da Nang Office: Hai Chau District, Da Nang City

"
1720,Fullstack Javascript (ReactJS + NodeJS),"[
JavaScript

, 
NodeJS

, 
ReactJS

]","
131 Xo Viet Nghe Tinh 17 Ward, Binh Thanh, Ho Chi Minh
See map

","
Who We AreCodeLink is an innovative and design-focused development agency. We focus on user-centric design and agile development to bring the product vision of our clients to life. We handle the end-to-end development of products, developing the product vision through product understanding, designing experiences through UX design, refining these flows with modern UI design, and developing products through iterative agile development.We work with both early-stage product teams and teams with existing products from a wide range of countries and industries. We focus on modern technologies and work directly with our clients. We design using design-thinking principles on tools such as Sketch, Figma, Zeplin, and more, and develop products leveraging our tech stack of React, React Native, Rails, Python, and Node.JS.Our Core Values1. Take full ownership of deliveryWe take ownership of our client projects and ensure that we deliver what we are in charge of to the best possible outcome.2. Deliver our highest level of qualityWe take pride in the high quality that we deliver and work at a sustainable pace to ensure we can always deliver on that quality.3. Stay consistent in plans and processesWe keep open and transparent communication with our teammates and our client whilst following agile development practices.4. Have empathy for all those we work withWe show empathy and respect to all those we work with to gain a deeper understanding without any judgment or assumption.5. Continuously improve and growWe aim high with a growth mindset and see every day as an opportunity to develop ourselves, our processes, and our products.Top 3 Reasons To Join Us
Use cutting-edge & proven technologies
Work directly with international clients
Open environment with a focus on learning
Why You’ll Love Working With Us
We work hand-in-hand with our clients to fully invest in their product development and build solutions together for their target market.
We fully invest in our team, we will help you build yourself up in any area you feel you need development, be it in English, learning a new design tool, developing your design thinking, and more. We want to make sure that you’re always learning and developing yourself whilst a part of our team.
We respect both Product and Technology equally, ensuring all of the Products we work on have features with true market potential and ensuring all of the team contribute to, understand, and believe in what they are developing.
We are very selective with our clients, we only work on awesome products we believe in and that show strong market potential.
We respect you and your personal hours, we keep a sustainable pace by working standard 8 hour days from Monday to Friday, ensuring we only plan for what we can achieve.
We are fully agile and only work with Clients who work the same, working with set sprint goals and working at our rate of velocity.
You will have ownership over your role, giving you the opportunity to experiment and try new processes to better improve your day-to-day responsibilities. We are always open to improving our processes.
Company Benefits
Three days remote every week and four full remote weeks per year.
Gold level Health Insurance coverage from Bao Viet Insurance, a yearly complete Health Check and social insurance
All office benefits and full salary during probation.
Flexible working time starting anytime up to 10 AM working Monday - Friday with no overtime and a long lunch break.
Allowance for everything: meals, parking, petrol, along with unlimited snacks and nice coffee every day.
Choose from a brand-new Mac or PC device.
Salary review twice a year with opportunities for promotions and spot awards.
12 days annual leave per year, with all days not taken paid out in cash.
Yearly Training Budget up to 5 million VND per staff. On top of that, Professional coaching program, buddy system, tech talks, agile sessions, and 1on1 private English classes are available
Yearly company trip, monthly activities, , and other Celebrations for special days in the year, such as Women’s Day, YEP, and Christmas.
Employee-led clubs within the company; games teams, sports teams, etc.
Modern open-space office with comfortable workspace, a PS4 games room, and chill-out areas.
Where We Work

HCMC Head Office: Level 8, Vina Building, 131 Xo Viet Nghe Tinh, Ward 17, Binh Thanh District, HCMC
Hanoi Office: Ba Dinh District, Ha Noi City
Da Nang Office: Hai Chau District, Da Nang City

"
1721,Technical Support Engineer,"[
System Engineer

, 
System Admin

, 
English

]","
29A Nguyễn Đình Chiểu, Đa Kao, District 1, Ho Chi Minh
See map

","

Attractive package, receive a full salary in the probation period
Flexible Working Arrangement
Macbook provided
Premium medical insurance for you and your family (Critical Illness Insurance included)
Comfortable working hours in the office, no dress code
Strong ownership, teamwork and dynamic culture
Plenty of career growth opportunities, and a personal development system for both specialists and managers.

"
1722,"Fullstack Dev (.NET, ReactJS)~Up $3500","[
.NET

, 
English

, 
ReactJS

]","
IPC Tower, 1489 Nguyen Van Linh, Tan Phong, District 7, Ho Chi Minh
See map

","
Join Away Digital Teams !!! Take it and easier to make it
Fast English professional pace, Great working environment
Working & growing with a Passionate & Talented Team
Attractive Salary and Benefits
13th salary + yearly review + lunch/internet allowance.
Yearly health check, PVI Insurance
Fully paid for Social Insurance.
Mon - Fri, Flexible work from home/Remote, coordinate at the office when reasonable
Company trip, big annual year-end party every year, team building, etc.
Sports activities: football, table tennis, badminton, swimming…
Gifts for Birthday, Wedding, Mid-Autumn Festival, ...
Movie club, monthly party ...
Free in-house food and beverage.
And much more, join us and get huge of fantastic things!
"
1723,QA QC Engineer (Tester) $800-$1500,"[
Tester

, 
Business Analyst

, 
QA QC

]","
Tầng 3 & 6 Lotus Building, Số 2 Duy Tân, Phường Dịch Vọng Hậu, Cau Giay, Ha Noi
See map

","


Mức lương cao từ $800 - $1500. Tháng lương thứ 13 và thưởng từ kết quả kinh doanh.

Hạn chế OT. Tiêu chí hiệu quả công việc đi đôi với chất lượng cuộc sống được ưu tiên
Thời gian làm việc 5 ngày trong tuần và chế độ thời gian linh hoạt.
Chế độ làm việc remote đối với nhân viên nữ trong thời gian chăm con nhỏ.
Gói bảo hiểm sức khoẻ cao cấp của PTI với nhiều lợi ích và sử dụng ở các bệnh viện cao cấp.
Tham gia sự kiện công nghệ, cắm trại, hoạt động nhóm ở trung tâm công nghệ cao
Văn hoá tôn trọng khác biệt và giá trị riêng từng cá nhân. Ưu tiên cho sự phát triển trình độ, sức khoẻ, sở thích bản thân từng người để tạo nên sự phát triển tổng hoà của doanh nghiệp. Phương châm: con người trước, sản phẩm sau.


"
1724,Manual Tester (QA QC),"[
QA QC

, 
English

, 
Tester

]","
45 Đường số 2, KDC Him Lam, Tân Hưng, District 7, Ho Chi Minh
See map

","

Stock options.
Vietnam labor law contract with full benefits.
13th months bonus
1 day work remote every week.
Up to 22 days annual leave.
100% probation salary.
Unlimited access to Udemy Business online learning platform
Opportunity to work in global offices.
Free snacks & beverages
Flexible working time.
Team events.
Awesome and meaningful products.

"
1725,"Android Developer (Java, Kotlin, OOP)","[
Android

, 
Java

, 
Kotlin

]","
15A Nguyễn Khang, Trung Hòa, Cau Giay, Ha Noi
See map

","

Môi trường năng động, trẻ trung và vô cùng thân thiện. Văn phòng siêu đẹp và siêu màu mè.
 Đồng nghiệp vui vẻ, thân thiện, luôn sẵn sàng hỗ trợ các bạn hết mình.
Các kỹ năng tin học văn phòng, media, giao tiếp, làm việc độc lập, làm việc với tốc độ và cường độ cao sẽ tiến bộ rất nhanh.Mức lương: cạnh tranh + thưởng các dịp Lễ tết + thưởng dự án tùy theo năng lực và khả năng làm việc của ứng viên. (xem xét tăng lương từ 6-8 tháng làm việc).

"
