,title,skill,address,skillAndExperience
1789,"Senior/ Lead QC (QA QC, Tester)","[
Tester

, 
Team Leader

, 
QA QC

]","
68 Bach Dang, Tan Binh, Ho Chi Minh
See map

","

Bachelor's degree in IT or related;
Senior Position required 4+ years experience testing with mobile and web application
Lead candidate with good English communication will be promote to PM.
Solid experience in creating and implementing test strategies and detailed test plan, test case;
Strong experience in estimating test activities and deliverable;
Good knowledge in testing methodology and database skill is required;
Experience with cross browser, cross platform;
Careful and logical thinking;
Adapt working OT to complete the release on time;
Can work well under pressure and work independently;
Experience with US clients will be a big priority and an attractive salary will be paid according to ability.

"
1790,Software Test Lead-Bonus 01 month salary,"[
Team Leader

, 
Project Manager

, 
Tester

]","
Tầng 32 & 36, tòa nhà Keangnam Landmark 72, đường Phạm Hùng, Nam Tu Liem, Ha Noi
See map

","

Bachelor degree in Information Technology, Computer Science, Computer Engineering, Electronic Engineering, Telecommunication Engineering or equivalent; 
5 years plus proven experience leading a test team;   
Experience in test planning, test reporting and test completion reports;   
Ability to effectively manage testing projects; 
Ability to work well under pressure;   
Good at solving problems;   
Great stakeholder communication skills (active listening and adaptable communication style); - Team player and open minded;   
Must have ISTQB foundation;   
Automotive (especially IVI: In Vehicle Infotainment) and ASPICE experience, PMP is a plus.  
"
1791,Tester Leader (QA/QC),"[
Tester

, 
Team Leader

, 
QA QC

]","
125/20 Hòa Hưng, Phường 12, District 10, Ho Chi Minh
See map

","

Major: Information Technology or Related Majors
Skills: Communication, Planning, Problem Solving, Negotiation, team lead skills
Attitude, character: Dedicated, Honest, Serviced-Mind, Hard-working, Flexible
Experience: At least 05 years’ experience in Software Product Tester & 01 year experience in Test Leader, priority of software products related to the education sector
Health: Good

"
1792,[Urgent] Senior QC QA Engineer (Tester),"[
QA QC

, 
Team Leader

, 
Tester

]","
308 Robot Tower, Dien Bien Phu, District 3, Ho Chi Minh
See map

","
The following skills and experience are required: Necessary: 
University graduate (Base IT) 

3 years or more of experience writing test cases and executing tests: WEBSITE, API 

3 years or more of experience in testing and using databases (MySQL, PostgreSQL, Oracle....) 
Have experience in creating the plan to control the Quality of a Project (Quality Plan) 
Have ability to judge, evaluate based on quality indicators, index 
Can estimate of function in the project 
Plus Point: 
Ability to review and find the defects at requirement, design. 
Know about automation testing 
Have built a certain process to ensure quality 
Have worked with big data 
Experience using the cloud (AWS) 
Communication skills (verbal, written)
Documentation skills
Understanding how to analyze and evaluate the project quality trend is a plus. 
Engineers who want to make Vietnam a more advanced country than Japan. 
Who want to grow strongly and can sympathize with that idea. 
Who think the meaning of working “for customers and colleagues” is important.

"
1793,UI-UX Design Leader/ Senior ~ $3000,"[
UI-UX

, 
Team Leader

, 
Designer

]","
Bcons Tower - 4A/167, Nguyen Van Thuong Street, ward 25, Binh Thanh, Ho Chi Minh
See map

","
***WHAT YOU NEED  - At least 3 years of experience working as an UI/UX Designer or similar role;- Minimum 1 year of experience as UI/UX Team Leader; - At least 1 year of experience building a design system in Figma - Knowledge of tools:  Figma, Sketch, InVision, Adobe Creative, etc;- Knowledge of responsive design and mobile UI;- Excellent visual design;- Up-to-date with the latest UI trends, techniques, and technologies;- Working hour: 8:30AM - 5:30PM from Monday to Friday.
"
1794,Project/ Technical Manager (Up to 7000$),"[
Manager

, 
Team Leader

, 
Project Manager

]","
102 Tran Hung Dao, District 1, Ho Chi Minh
See map

","

Tốt nghiệp Đại học trở lên các chuyên ngành liên quan;

Ít nhất 5 năm kinh nghiệm ở vị trí tương đương;
Khả năng lãnh đạo, quản lý, xây dựng và phát triển đội nhóm;
Tư duy hệ thống, logic và tư duy đột phá;
Khả năng lắng nghe, giao tiếp, đàm phán, thuyết phục;
Khả năng lập kế hoạch, tổ chức công việc, giám sát và báo cáo công việc;
Có khả năng làm việc với cường độ cao;
Có trách nhiệm và quyết đoán;
Có kiến thức vững chắc phát triển hệ thống và triển khai phần mềm;
Khả năng phối hợp và gắn kết đội ngũ;
Chủ động trong công việc, có tư duy của người làm chủ.

"
1795,3-5 Senior UI/UX Designer (Upto 2000$),"[
UI-UX

, 
Team Leader

, 
Designer

]","
102 Tran Hung Dao, District 1, Ho Chi Minh
See map

","

Ưu tiên ứng viên có kinh nghiệm Ví điện tử (lợi thế lớn).
Có trên 3 năm kinh nghiệm thiết kế ứng dụng, website;
Hiểu biết về nguyên lý thiết kế giao diện (UI) cho ứng dụng, website, đồ hoạ;
Am hiểu về trải nghiệm người dùng (UX);
Có khả năng làm user research, personal;
Sử dụng thành thạo Sketch, Figma;
Có kỹ năng làm việc nhóm, trao đổi thông tin, trình bày ý tưởng tốt;
Có khả năng làm việc độc lập, quản lý tốt để đáp ứng thời hạn dự án.

"
1796,"Senior QC Engineer (QC, Tester) - Up to $1,200","[
Tester

, 
System Engineer

, 
QA QC

]","
162B Điện Biên Phủ, District 3, Ho Chi Minh
See map

","
- MUST HAVE
3 years more experience in testing web, app, mobile, …
Good experience in MANUAL testing for web-based and mobile (iOS, Android) applications
Clear understanding in software testing.
Prepare test plan, test cases and perform testing manually or automated.
Good problem-solving skills and teamwork skills.
Careful, meticulous, industrious, agile.
Proactive, creative, enthusiastic, responsible at work, have good logical thinking.
Ability to communicate to collect or clarify all project requirements.
Able to bear good pressure if the project requirements are urgent
Ability to quickly grasp new technology, new techniques
- NICE TO HAVE
Good knowledge in Load/Performance testing, API testing, SQL database is a plus
English or Japanese: Reading document/ Communication
Positive thinking and have a progressive spirit

"
1797,Mid/Senior QA QC Tester (English),"[
QA QC

, 
English

, 
Tester

]","
Kyushu Promotion Center, Villa A3, 73 Van Bao, Ba Dinh, Ha Noi
See map

","

3+ years of experience in software testing
Great communication in English (verbal and written)
Experience in both functional and non-functional testing process
Knowledge of all aspects of the SDLC
Experience with test management tools
Experience in testing APIs with tools like Postman or Fiddler
Proven critical thinking and analytical skills
A committed can-do attitude, and a problem-solving mentality. You’re always looking to learn and improve, to expand your skillset
High sense of responsibility and ownership to assigned tasks
Ability to work independently as well as in a team: you know how to communicate, how to push back, how to share your opinion, and follow through on your commitments

Ability to effectively manage time and individually prioritize multiple tasks of competing priorityNice to have

Familiarity with SQL and programming
Experience testing SaaS products and services
Experience working in a diverse and international team

"
1798,Manual Tester,"[
Tester

, 
Agile

, 
QA QC

]","
Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi
See map

","

Tốt nghiệp hệ chính quy các Trường Đại học trong nước hoặc nước ngoài
Chuyên ngành đào tạo: Công nghệ thông tin, Toán tin, Điện tử Viễn thông, Kế Toán, Tài chính Ngân hàng...
Có trên 3 năm kinh nghiệm trong công tác kiểm thử trong ngân hàng, Tổ chức Tài chính, Công ty về CNTT
Có kinh nghiệm làm việc với Agile/Scrum
Có kiến thức tổng quan về ngân hàng và am hiểu nghiệp vụ ngân hàng
Có hiểu biết sâu, rộng về hoạt động kiểm thử phần mềm
Có kinh nghiệm kiểm thử phần mềm với Android và IOS
Có chứng chỉ  đào tạo về kiểm thử là 1 lợi thế
Có kinh nghiệm trong công tác kiểm thử tự động là 1 lợi thế
Có kinh nghiệm quản lý nhóm

"
1799,Automation Tester,"[
Tester

, 
QA QC

]","
Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi
See map

","

Tốt nghiệp hệ chính quy các Trường Đại học trong nước hoặc nước ngoài
Chuyên ngành đào tạo: Công nghệ thông tin, Toán tin, Điện tử Viễn thông, Kế Toán, Tài chính Ngân hàng...
Hiểu biết về nhiều automation test framework và phương hướng automated testing;
Có trên 2 năm kinh nghiệm trong automation testing mobile hoặc web;
Thông thạo trong việc viết automation test script bằng các ngôn ngữ object-oriented programming;
Ưu tiên ứng viên có kinh nghiệm làm Automated API Testing, Performance Testing và Security Testing;
Ưu tiên ứng viên có sự quan tâm tới các sản phẩm tài chính công nghệ

"
1800,"Software Tester ( QA QC, Database)","[
Tester

, 
Database

, 
QA QC

]","
Lầu 2, Tòa nhà Athena, 146-148 Cộng Hòa, P12, Tan Binh, Ho Chi Minh
See map

","

Từ 03 năm kinh nghiệm tại vị trí QC, QA trong các công ty chuyên phần mềm (software outsoucing,…)
Có kinh nghiệm trong việc lập check list, test case.
Có kỹ năng trong việc truy vấn Database
Có kinh nghiệm Automation Test là một lợi thế
Có khả năng làm việc độc lập và chịu được áp lực cao.
Có khả năng đọc, viết tiếng Anh trong việc tra cứu tài liệu và trao đổi qua email.
Tư duy logic tốt.
Kỹ năng lên kế hoạch công việc và quản lý thời gian tốt.
Kỹ năng làm việc nhóm tốt.
Có kinh nghiệm làm việc về mảng tài chính là một lợi thế

"
1801,Tester/QC/Test Leader (Dự án banking),"[
Tester

, 
SQL

, 
QA QC

]","
Charmvit Tower, 117 Tran Duy Hung Street, Cau Giay, Ha Noi
See map

","

Có tối thiểu 1.5 năm kinh nghiệm test web/app/api đối với vị trí Tester, và 5 năm kinh nghiệm với vị trí Testlead 
Có kinh nghiệm tạo tài liệu test case 
Có khả năng làm việc nhóm, luôn sẵn sàng hỗ trợ các thành viên khác trong dự án 
Chịu được áp lực công việc 
Có kiển thức cơ bản về SQL 
Tỉ mỉ, chăm chỉ, trung thực, cẩn thận

"
1802,Senior Tester,"[
Tester

, 
Python

, 
JavaScript

]","
No. 82 Tran Thai Tong Building, Dich Vong Hau, Cau Giay, Ha Noi
See map

","
To be considered for this position our must-have requirements are:

Language: Working proficiency in English or Proficient French communication (B2) and Vietnamese (Fluent or Native) 

Qualifications:
High School Diploma
Minimum 4 years of experience as Quality Controller/Software Test Engineer
Excellent communication, motivational and collaboration skills.
Experience in performing performance tests using dedicated tools
Experience in performing usability and/or security tests
Experience in mobile and web testing, cloud migration testing or data integrity testing
Team leading skills
Ability to design test strategy for a project



Nice to Have
Bachelor or Master’s Degree in IT or relevant field 
5+ years of working with software/web development teams
Preferred: French C2 or English TOEIC 990, IELTS 8+
Preferred: Relevant certifications (ISTQB, others)
Preferred: Experience with Jira and Atlassian tools
Experience handling multiple projects at the same time
Experience working with remote teams
Experience with mentoring junior testers
Phenomenal teammate with a forward-thinking mindset, ability and confidence to challenge the status quo.



"
1803,Automation Tester (QA QC),"[
Tester

, 
Software Architect

, 
QA QC

]","
25 Nguyễn Thị Minh Khai, District 1, Ho Chi Minh
See map

","

Tốt nghiệp đại học, cao đẳng các chuyên ngành CNTT, toán tin hoặc có trình độ chuyên môn tương đương.
Hiểu biết về các hoạt động, tính chất và quy mô kinh doanh của Ngân hàng.
Có khả năng đọc tài liệu và giao tiếp bằng Tiếng Anh
Hiểu biết về các hệ thống CNTT ứng dụng trong ngân hàng.
Kinh nghiệm: Có tối thiểu 01 năm kinh nghiệm công tác trong lĩnh vực liên quan

"
1804,Automation Test Engineer (C#/Tester/OOP),"[
C++

, 
OOP

, 
Tester

, 
Fresher Accepted

]","
Datalogic Vietnam LLC. F04, Lot I-4A, Saigon High Tech Park, Long Thanh My Ward, Thu Duc, Ho Chi Minh
See map

","
REQUIREMENTS:
Education (School/Specialization): Bachelor's degree in Electrical Engineer, Software Engineering or Computer Science.
Primary Language: Vietnamese, English
Years of Experience: Experience in  C#,C++ programming,  Testing process (Manual and Automation)
OTHER INFORMATION & SPECIFIC SKILLS:
Teamwork and support other members in R&D Vietnam
Good ability to research new technologies independently
Good reading English to understand special documents and software requirements deeply
Good speaking English to join the meeting and good writing in English to describe technical problem to developers
Expert with C#,C++ programming
Ability to learn new programming languages
Good Knowledge of OOP programming. 

"
1805,"QC Engineers (Tester, QA QC)","[
QA QC

, 
English

, 
Tester

]","
Quang Trung software city, District 12, Ho Chi Minh
See map

","
Must have:
02+ years of experience as a Tester or QC.
Solid experience in creating test plans and designing test cases.
Experience in testing web applications, API testing, SQL testing.
Experience in E-commerce domain or other related domains.
Pay attention to details.
Good knowledge of software testing process and testing methodologies.
Have good spoken and written of English.
Able to adjust your working time according to the project schedule. 
Have any of below knowledge or experience is a plus:
Continuous testing in Agile, Scrum, or Kanban.
ISTQB/ ISEB certificate.
Test responsive web application.
Test large-scale system with complicated integration.
Any database management system (e.g.: MS SQL, MySQL, Oracle…).
Usability, browser compatibility, integration, regression, security, performance/ load/ stress test.
Automation tests.

"
1806,Manual Tester,"[
QA QC

, 
Tester

, 
Agile

]","
Bcons Tower, 176 Nguyen Van Thuong, Binh Thanh, Ho Chi Minh
See map

","


2-years experience working in QA/QC role, or related position with equivalent experience.
Ability to create test cases.
creating test cases, managing test cases.
Planning and estimation (Make sure testing tasks are scheduled and released on time).
Contribute ideas to improve products.

"
1807,"QA Engineer (QA QC, Tester, JMeter/Postman, JavaScript)","[
QA QC

, 
JavaScript

, 
Tester

]","
Centec Tower, 72 Nguyen Thi Minh Khai Street, HCMC, District 3, Ho Chi Minh
See map

","
Our ideal candidate has the following skills:
Strong skill in Web Application testing.
Expert in identifying, prioritizing, and documenting issues of large systems
Experience in performance, integration, and regression test
Experienced working with E2E testing tools (UI.Vision, Cypress, etc)
Hand-on experience testing the APIs (Jmeter or Postman)
Strong understanding of scripting languages (Javascript, Python, etc)
An effective communicator with a doer attitude and reliable team player
It's nice if you also have:
Knowledge of microservices and its debugging challenges
Experiences with Windows OS, Powershell, and Blink engine
Experiences with Git, Markdown
Awareness of Security Testing

"
1808,Software Tester (QA QC),"[
Tester

, 
QA QC

]","
54 Hoa Dao, Phu Nhuan, Ho Chi Minh
See map

","
▽ Must have:・3+ years of well-rounded software testing experience in positions of Software QA/QC Tester for Japanese offshore projects・Ability to understand software development procedure and testing methodologies・Do not have to be a software developer, but be able to understand code, databases, SDLC (software development life cycle) and related software developer skills.・Carefulness & attention to detail・Logical & analytical mind, problem solving aptitude・Good knowledge about all phases of the testing cycle, including functional, regression, integration, acceptance testing・Good experience in Web application testing, desktop, and mobile browsers・Good experience to create & maintain test case/scenarios ・Good at communication skills (written and verbal skills to convey every thought clearly).・Good time management skills▽ Nice to have:・Having a product mindset, ability to think like the end user to understand, fulfill and delight customers・Knowledge and skill in Unit Test development・Knowledge in front-end technologies including HTML, CSS, Javascript, AJAX, etc. and Javascript Framework ・Knowledge in back-end technologies: Laravel, MySQL, etc.・Experience in testing APIs, familiar with relational databases and SQL・Participating in capacity building training for myself and other members.・Have skills to test performance, security・ Good knowledge about all phases of the testing cycle, including functional, regression, integration, acceptance testing・Good experience in Web application testing, desktop, and mobile browsers・Good experience to create & maintain test case/scenarios ・Have Japanese language literacy at a N4, N5 level is an advantage
"
1809,"Manual QC Specialist (QA QC, Tester)","[
QA QC

, 
Agile

, 
Tester

]","
2nd floor, PaxSky Building, 26 Ung Van Khiem, Ward 25, Binh Thanh, Ho Chi Minh
See map

","

At least 3 years of experience in manual testing knowledge
Hands-on experience with API testing methodology and software/ solutions
Hands-on experience with testing SDK on mobile devices
Hands-on experience with Jira or other bug tracking tool
Hands-on experience in implementing regression testing
Experience with website testing on pc and mobile devices
Understanding of testing methodologies and implementations
Experience in testing services with multiple regions and countries
Experience in testing cloud services
Hands-on experience with database query
Able to use Google BigQuery is a big plus
Able to help and apply Unit testing for development team
Experience in software development process Agile/Scrum
Time management, logical thinking
High standards of work and willingness to meet and exceed expectations
Perfection mindset, automation mindset
Adaptability and willingness to improve processes and own development
Proactively help and assist colleagues and maintain a ‘can do’ attitude when under pressure
Clear and concise communicator both written and verbally
Good communication & presentation skills
Passion and enthusiasm for the role and the company
Good English communication
Will be a plus
Product mindset
Experienced with automation testing
Experienced with Firebase Testlab or AWS Device Farm or any related testing services
Curious and fast learner
Self-motivated, with a high level of self-discipline
Love music/games 
Work in game industry, familiar with Game Engine and white box testing

"
1810,"[Sign on Bonus] Tester (QA QC, SQL) Up to $1300","[
Tester

, 
SQL

, 
QA QC

]","
3rd floor, The Nine Tower, no.9 Pham Van Dong Street, Cau Giay District, Hanoi, Vietnam, Cau Giay, Ha Noi
See map

","
Must have:
At least 1,5 years of experience in performing manual testing of websites and mobile application
Hands-on experience with databases
Proficient in test management tool: Jira, Backlog, Redmine
Would be a plus point if having below skills:
Knowledgeable in one Selenium automation framework
Ability to learn and adapt modern technology quickly
Ability to provide business solution as BA
Self-management and teamwork-minded
Effective communication
Ability to communicate with clients by Spoken-English (above basic level)
Having completed studies related to information technology

"
1811,Junior QC – Tester/QA/QC,"[
Tester

, 
Agile

, 
QA QC

]","
68 Bach Dang, Tan Binh, Ho Chi Minh
See map

","

2+ years experience in Software Testing (Web application + Mobile Application)
Good experience in manual testing for web-based and mobile (iOS/Android) applications
Ability to read comprehension and create test cases, checklist in English
Ability to analyzing requirements and problems
Ability to communicate with various stakeholders (both technical and non-technical)
Be Careful, meticulous and good logical thinking
Be willing to learn new things
Familiar with Jira, Asana or any popular Project Management tool.
Familiar with Agile/Scrum methodology is a plus.
UI/UX is a plus

"
1812,"Manual Tester (QA QC, Tester, English)","[
QA QC

, 
English

, 
Tester

]","
45 Đường số 2, KDC Him Lam, Tân Hưng, District 7, Ho Chi Minh
See map

","
     Must have :
5+ years of overall experience as a Quality Assurance Tester or similar role
Good understanding of Jira, Testrail, and any others bug tracking system. 
Strong mindset of a manual tester 
Understanding of SDLC, STLC and Agile methodologies. 

Prior experience working in an Agile product development environment 
Excellent skill of writing test cases, test suite, test plan, etc 
Experience liaising with development, product owners, and other business stakeholders. 
Experience testing APIs using Postman. 
Ability to understand requirements with less documentation. 
Knowledge in SQL queries and working with large amount of data 
Exceptional communication skills, both written and oral; strong interpersonal and organizational skills 
Prior experience coordinating and working with international teams.Nice to have :

Understanding of Internet of Things (IoT) is a plus  
Automation experience is a plus 
Certificate iSTQB or any testing course is a plus 
Able to work flexible hours is a plus.  
Excellent problem-solving, analytical, and time-management skills to prioritize and meet deadlines 
Have an extremely high level of attention to detail and the ability to handle multiple tasks 
Results oriented, focused on customer and team success as opposed to individual success 
The ability to adapt quickly to changing priorities and unforeseen requests
Ability to think abstract – outside the box of potential issues that could potentially happen 

"
1813,"Manual Tester (SQL, API)","[
Tester

, 
SQL

, 
QA QC

]","
Tầng 4 - Tòa nhà Lebuiding số 342 đường Mỹ Đình, Phường Mỹ Đình 1, Nam Tu Liem, Ha Noi
See map

","

Tốt nghiệp Cao đẳng, Đại học chuyên ngành có liên quan hoặc tham gia các khóa đào tạo về Tester
Có ít nhất 01 năm kinh nghiệm ở vị trí tương đương
Có kinh nghiệm làm việc với SQL, API
Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực mảng ngân hàng, tài chính
Nhiệt tình, nhanh nhẹn, ham học hỏi
Kỹ năng làm việc hiệu quả trong nhóm cũng như độc lập.
Sử dụng được tiếng Anh (đọc - viết tốt, giao tiếp cơ bản) là một lợi thế

"
1814,Senior Automation Tester (UI-UX & API),"[
Tester

, 
UI-UX

, 
QA QC

]","
106 Nguyen Van Troi, Phu Nhuan, Ho Chi Minh
See map

","

Minimum 4 years of relevant experience.
Good English communication and presentation skill.
Skilled in Automation Framework design, development and implementation.
Familiar with Cucumber BDD framework.
Experience in testing tracking tools like JIRA, QC.
Hands-on experience in API backend testing using tools Postman & Rest Assured API.
Experience in Team co-ordination, mentoring and monitoring.
Automation test tools Selenium, HP QTP (UFT) is a plus.

"
1815,Automation Tester (QA QC),"[
QA QC

, 
Agile

, 
Tester

]","
TTC Building, Số 1, Đường Tân Thuận, P. Tân Thuận Đông, District 7, Ho Chi Minh
See map

","
Must have:
At least 2 years of experience in developing and executing automation test script/ framework for testing Web/Mobile.
Having knowledge of software testing methodologies and practices.
Basic communication skills.
Good at investigating and solving incident and problem skill
Familiar with any UI test automation tools (Selenium WebDriver, Appium, Jest, Katalon,...).
Familiarity with Git version control, bug tracking (Jira, Clickup)
Good teamwork spirit and a willingness to understand the various roles played by fellow team members, logical thinking.
Nice to have:
Handle CI/CD tools like CircleCI.
Have knowledge of Blockchain is PLUS.
Experience in LoadRunner/ Ranorex is a plus

"
1816,Mid/Sr. Automation QA QC/Tester Engineer,"[
Tester

, 
Java

, 
QA QC

]","
Viettel Complex Tower, 285 Cach Mang Thang Tam Street, District 10, Ho Chi Minh
See map

","
Requirements:
3+ years of relevant work experience.
Strong ability to create test plans, intuitive understanding of where and how the software will fail.
Proficiency in and experience with applying general software engineering methodologies and principles.
Excellent knowledge of automation testing methodologies, tools, and techniques.
Hands-on experience with frameworks like Appium, Selenium, WebdriverIO, Browserstack, Cypress.io, and others.
Experience implementing, using, and applying DevOps technologies and concepts like CI/CD, Jenkins, Docker, and Kubernetes.
Familiarity with mobile application build/release management.
Ability to work effectively in a fast-paced, complex technical environment with high adaptability and flexibility.
Good English communication

"
1817,Experienced QA Engineer (QA QC/Tester/Selenium) Remote,"[
QA QC

, 
SQL

, 
Tester

]","
Remote
See map

","
Preferred remote locations are Ho Chi Minh City, Can Tho, Binh Duong and Long An 
Bachelor’s Degree in Computer Science or closely related field
3-4 years of hands-on experience in test automation for mobile and web applications
Good written and verbal communication skills in English
Good knowledge of SQL - scripting and database structure
Experience with industry standard test tools and testing frameworks (e.g., Selenium, UFT)
Understanding of testing across the full Software Development lifecycle
Experience with planning and executing testing across all layers
Knowledge of testing processes and defect tracking 
Experience in proactively developing and maintaining relationships with team members
A desire to learn, grow, and enjoy the responsibility and accountability that comes with high levels of ownership and autonomy
Experience in a startup working environment is a plus  
Nice to have
API testing knowledge
JavaScript frameworks exposure
Load & Performance automation experience 
Experience in Agile/SCRUM
System integration testing experience

"
1818,Tester (QA QC),"[
Tester

, 
QA QC

]","
14th Floor, Phu My Hung Tower, 08 Hoang Van Thai, District 7, Ho Chi Minh
See map

","

1- 3 years more experience in testing web, app, mobile, …
Bachelor degree in Information Technology, Computer Science, Computer Engineering equivalent
Ability in analyze requirement and create test cases 
Automation test cases writing is a plus
Ability in finding and using test tool to improve testing performance
Ability in analyze and manage timeline of work, finish project in time
Clear understanding in product testing process
Competently in using Jira, SVN, SourceTree

"
1819,QC Engineer (QA/QC/Tester),"[
Tester

, 
QA QC

]","
79-81 Ha Noi Highway, Thao Dien Ward, District 2, Ho Chi Minh
See map

","
Yêu cầu:
Dưới 35 tuổi.
Tốt nghiệp Cao đẳng trở lên chuyên ngành Công nghệ thông tin.
Có ít nhất 02 năm kinh nghiệm chuyên môn kiểm thử phần mềm.
Ưu tiên ứng viên có kinh nghiệm Automation Test và hiểu biết về thương mại điện tử.
Có kinh nghiệm về Jira, Confluence, Selenium, Postman,… hoặc tương tự là điểm cộng.
Có kiến thức cơ bản về cơ sở dữ liệu, lập trình.
Có kinh nghiệm viết Test Plans, Test Cases và Test Reports.
Có kinh nghiệm làm việc với Agile, Scrum.
Năng động, sáng tạo, chịu áp lực công việc cao.
Có tinh thần TRÁCH NHIỆM – TÍNH KỶ LUẬT và SỰ CHÍNH TRỰC. 

Sức khỏe:Tốt, biết ít nhất 1 môn thể thao. 
"
1820,"02 Automation Test Lead (Tester, QA QC, Java) ~$2000+","[
Tester

, 
Java

, 
QA QC

]","
Tầng 8, Tòa IDMC, Số 18 Tôn Thất Thuyết, Cau Giay, Ha Noi
See map

","

Graduated from university or college majoring in IT, Computer Science or related fields. 
At least 1 year experience in similar position 
Excellent English communication is required
Experience with a number of test tools to perform automation tests (Selenium, Grunt...), bug tracking systems (like Jira, .. etc.) 
Experience in automation testing with Java, Cucumber is preferred 
Can build a suitable test tool for each project: write a script to automatically run all steps including entering information, clicking, checking results, comparing actual results with hypothetical results, exporting report 
Have a high sense of responsibility, meticulous, careful.

"
1821,Senior Quality Assurance Engineer (QA QC/Tester/Agile),"[
QA QC

, 
Agile

, 
Tester

]","
182 Lê Đại Hành, Phường 15, District 11, Ho Chi Minh
See map

","
● 4+ years of experience in a professional environment● 4+ years exposure and/or experience in a variety of digital delivery or operational environments● Exposure in test automation in required● Experience in development and SQL is desirable● Experience in working in an Agile and Waterfall environment is desirable● Programming skills is needed● Knowledge of source control management and tools is desirable● Knowledge of continuous build, release and deployment systems such as Gitlab● Experience with container technologies such as Docker is desirable
"
1822,Software Automation Tester,"[
Tester

, 
JavaScript

, 
Java

]","
521 Kim Ma, Ba Dinh, Ha Noi
See map

","
Proficient in developing test automation scripts for functional testing with Selenium frameworkKnowledge of other software testing tools such as TestNG, RestAssured, Jmeter, Granafa, InfluxDB, SureFire, PyTest, Jacoco, SonarCloud, etc.Experience in installation, configuration, and troubleshooting of enterprise server and client applications in a virtual environment.Familiar with Agile and waterfall environments for fast-paced software development and testing release cycle.Good command of English. 
"
1823,Software Tester,"[
Tester

, 
QA QC

, 
Fresher Accepted

]","
521 Kim Ma, Ba Dinh, Ha Noi
See map

","
Proficient in installation, configuration, and troubleshooting of server and client applications in a virtual environment.Experience with software testing of enterprise system consisting of distributed server components, database server clients, WebUI.Familiar with Agile and waterfall environments for fast-paced software development and testing release cycle.Demonstrated ability to ""think outside the box"" when creating and executing test plans.Good command of English.
"
1824,Junior/Middle QA QC / Tester (UI-UX),"[
Tester

, 
UI-UX

, 
QA QC

]","
7 Floor, No. 1196 , 3/2 treet , Ward 8, District 11, Ho Chi Minh
See map

","
Học vấn, Kinh nghiệm:        
Tốt nghiệp đại học/cao đẳng các ngành liên quan đến CNTT/Kỹ thuật.
Ưu tiên có kinh nghiệm kiểm thử tự động; các công cụ Selenium,  Katalon,  QTP/UFT, Apache Jmeter, TestComplete.
Ưu tiên có kinh nghiệm làm HIS, EMR.
Kiến thức:      
Quy trình phát triển phần mềm
Có kiến thức về các kỹ thuật kiểm thử như Phân tích giá trị biên (Boundary Value Analysis), Phân vùng tương đương (Equivalence Class Partitioning), Bảng quyết định (Decision Table based testing), Chuyển đổi trạng thái (State Transition), Đoán lỗi (Error Guessing)...
Có kiến thức về các phướng pháp kiểm thử (smoke, sanity, regression...), các loại kiểm thử (chức năng, hiệu suất, bảo mật...)
Kỹ năng & Năng lực  
Cẩn thận, có trách nhiệm với công việc.
Có kỹ năng làm việc nhóm.           

"
1825,Test Engineer (QA QC/Tester),"[
Tester

, 
Java

, 
QA QC

]","
02 Hồng Hà, Tan Binh, Ho Chi Minh
See map

","

Bachelor’s degree in Computer Science or related field
3+ years of experience in testing
Experience working with automation framework and automated test is a plus
Experience working with object-oriented programming languages such as Java, Python is a plus
Excellent knowledge of QET/QA methodology & software development processes (Agile, Scrum)
Mastery of the tools of the trade, including a variety of modern programming languages (Java, JavaScript), Unified Modeling Language (UML) and Software Testing Tools (for example JUnit, Cucumber, Selenium, Visual Studio, HP UFT)
Extensive experience with various types of testing including unit, component, integration, system, performance, user acceptance, reliability, usability, and exploratory testing
Ability to communicate effectively in English

"
1826,"Manual Tester (QA QC, Tester)","[
Tester

, 
Agile

, 
QA QC

]","
WeWork, 22nd Floor, 11 Đoàn Văn Bơ, Phường 12, District 4, Ho Chi Minh
See map

","
Must-have
At least 2-3 years of experience in software testing
Service oriented, self-motivated, and structured person who is ready to take responsibility
Experience with Jira, Confluence
Systematic and target-oriented with the ability to handle multiple projects simultaneously
Logical and critical thinking skills 
Personality Requirements:
Honest and have a positive attitude towards people
Good at communication skills in general and English skills in particular
Willing to learn new technologies and handle a problem in a logical, analytical way.
Nice-to-have
Experience in the following Process model: Agile, Water Fall.
Experience in organizational and leadership abilities is a plus.
Experience with automation testing is a plus, preferable also with writing automation test cases

"
1827,"Automation Tester (My SQL, QA QC)","[
Tester

, 
MySQL

, 
QA QC

]","
9-11 Nguyễn Văn Thủ, ĐaKao, quận 1., District 1, Ho Chi Minh
See map

","

Bachelor's degree in software engineering, computer science or related field.
03++ years of experience in automation testing.
Experience with Javascript, Groovy, Katalon/Selenium, Java, etc. is an advantage.
Experienced in working with Database, My SQL, Jmetter …v.v
Knowledge of testing procedures, product standards & lifecycles.
Quick learning, problem solving skill and detail oriented.
Ability to work in a team or independently.
High sense of responsibility, ability to work under high pressure.

"
